premium,premium_monthly,premium_quaterly,premium_half_yearly,SA,Plan,Company,claim_ratio,plan_description,plan_features_1,plan_features_2,plan_features_3,age,Term,Type Of Policy,combined
15163,1339,3942.0,7734,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,39,13,Term Life Insurance,Premium:15163 premium_monthly:1339 premium_quaterly:3942.0 premium_quaterly:7734 Sum Assured:5000000 age:39 Term:13 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
10061,859,,5093,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,39,13,Term Life Insurance,Premium:10061 premium_monthly:859 premium_quaterly:nan premium_quaterly:5093 Sum Assured:5000000 age:39 Term:13 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
10429,912,2712.0,5318,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,39,13,Term Life Insurance,Premium:10429 premium_monthly:912 premium_quaterly:2712.0 premium_quaterly:5318 Sum Assured:5000000 age:39 Term:13 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
10331,909,2696.0,5300,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,40,13,Term Life Insurance,Premium:10331 premium_monthly:909 premium_quaterly:2696.0 premium_quaterly:5300 Sum Assured:5000000 age:40 Term:13 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
9260,802,2384.0,4675,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,40,13,Term Life Insurance,Premium:9260 premium_monthly:802 premium_quaterly:2384.0 premium_quaterly:4675 Sum Assured:5000000 age:40 Term:13 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
15163,1339,3942.0,7734,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,40,13,Term Life Insurance,Premium:15163 premium_monthly:1339 premium_quaterly:3942.0 premium_quaterly:7734 Sum Assured:5000000 age:40 Term:13 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
10061,859,,5093,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,40,13,Term Life Insurance,Premium:10061 premium_monthly:859 premium_quaterly:nan premium_quaterly:5093 Sum Assured:5000000 age:40 Term:13 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
10429,912,2712.0,5318,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,40,13,Term Life Insurance,Premium:10429 premium_monthly:912 premium_quaterly:2712.0 premium_quaterly:5318 Sum Assured:5000000 age:40 Term:13 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
15068,1326,3933.0,7730,7500000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 7,500,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,39,11,Term Life Insurance,Premium:15068 premium_monthly:1326 premium_quaterly:3933.0 premium_quaterly:7730 Sum Assured:7500000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
13291,1151,3421.0,6711,7500000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,39,11,Term Life Insurance,Premium:13291 premium_monthly:1151 premium_quaterly:3421.0 premium_quaterly:6711 Sum Assured:7500000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
16963,1497,4411.0,8651,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,39,11,Term Life Insurance,Premium:16963 premium_monthly:1497 premium_quaterly:4411.0 premium_quaterly:8651 Sum Assured:7500000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
13461,1149,,6815,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,39,11,Term Life Insurance,Premium:13461 premium_monthly:1149 premium_quaterly:nan premium_quaterly:6815 Sum Assured:7500000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
14143,1238,3677.0,7213,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,39,11,Term Life Insurance,Premium:14143 premium_monthly:1238 premium_quaterly:3677.0 premium_quaterly:7213 Sum Assured:7500000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
18762,1657,4878.0,9569,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,40,9,Term Life Insurance,Premium:18762 premium_monthly:1657 premium_quaterly:4878.0 premium_quaterly:9569 Sum Assured:10000000 age:40 Term:9 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
16087,1374,,8144,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,40,9,Term Life Insurance,Premium:16087 premium_monthly:1374 premium_quaterly:nan premium_quaterly:8144 Sum Assured:10000000 age:40 Term:9 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
16855,1475,4383.0,8596,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,40,9,Term Life Insurance,Premium:16855 premium_monthly:1475 premium_quaterly:4383.0 premium_quaterly:8596 Sum Assured:10000000 age:40 Term:9 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
15255,1342,3982.0,7826,7500000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 7,500,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,38,12,Term Life Insurance,Premium:15255 premium_monthly:1342 premium_quaterly:3982.0 premium_quaterly:7826 Sum Assured:7500000 age:38 Term:12 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
13571,1176,3493.0,6852,7500000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,38,12,Term Life Insurance,Premium:13571 premium_monthly:1176 premium_quaterly:3493.0 premium_quaterly:6852 Sum Assured:7500000 age:38 Term:12 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
17051,1506,4433.0,8697,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,38,12,Term Life Insurance,Premium:17051 premium_monthly:1506 premium_quaterly:4433.0 premium_quaterly:8697 Sum Assured:7500000 age:38 Term:12 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
13706,1170,,6939,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,38,12,Term Life Insurance,Premium:13706 premium_monthly:1170 premium_quaterly:nan premium_quaterly:6939 Sum Assured:7500000 age:38 Term:12 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
14436,1263,3754.0,7362,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,38,12,Term Life Insurance,Premium:14436 premium_monthly:1263 premium_quaterly:3754.0 premium_quaterly:7362 Sum Assured:7500000 age:38 Term:12 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
17356,1527,4530.0,8904,10000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 10,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,39,11,Term Life Insurance,Premium:17356 premium_monthly:1527 premium_quaterly:4530.0 premium_quaterly:8904 Sum Assured:10000000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
12226,1059,3147.0,6173,10000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,11,Term Life Insurance,Premium:12226 premium_monthly:1059 premium_quaterly:3147.0 premium_quaterly:6173 Sum Assured:10000000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
18880,1667,4909.0,9629,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,11,Term Life Insurance,Premium:18880 premium_monthly:1667 premium_quaterly:4909.0 premium_quaterly:9629 Sum Assured:10000000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
16555,1414,,8381,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,39,11,Term Life Insurance,Premium:16555 premium_monthly:1414 premium_quaterly:nan premium_quaterly:8381 Sum Assured:10000000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
17406,1523,4525.0,8877,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,11,Term Life Insurance,Premium:17406 premium_monthly:1523 premium_quaterly:4525.0 premium_quaterly:8877 Sum Assured:10000000 age:39 Term:11 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
14809,1307,3850.0,7553,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,38,6,Term Life Insurance,Premium:14809 premium_monthly:1307 premium_quaterly:3850.0 premium_quaterly:7553 Sum Assured:5000000 age:38 Term:6 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
9663,825,,4892,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,38,6,Term Life Insurance,Premium:9663 premium_monthly:825 premium_quaterly:nan premium_quaterly:4892 Sum Assured:5000000 age:38 Term:6 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
10108,884,2628.0,5154,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,38,6,Term Life Insurance,Premium:10108 premium_monthly:884 premium_quaterly:2628.0 premium_quaterly:5154 Sum Assured:5000000 age:38 Term:6 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
18762,1657,4878.0,9569,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,9,Term Life Insurance,Premium:18762 premium_monthly:1657 premium_quaterly:4878.0 premium_quaterly:9569 Sum Assured:10000000 age:39 Term:9 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
16087,1374,,8144,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,39,9,Term Life Insurance,Premium:16087 premium_monthly:1374 premium_quaterly:nan premium_quaterly:8144 Sum Assured:10000000 age:39 Term:9 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
16855,1475,4383.0,8596,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,9,Term Life Insurance,Premium:16855 premium_monthly:1475 premium_quaterly:4383.0 premium_quaterly:8596 Sum Assured:10000000 age:39 Term:9 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
10331,909,2696.0,5300,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,38,13,Term Life Insurance,Premium:10331 premium_monthly:909 premium_quaterly:2696.0 premium_quaterly:5300 Sum Assured:5000000 age:38 Term:13 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
9260,802,2384.0,4675,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,38,13,Term Life Insurance,Premium:9260 premium_monthly:802 premium_quaterly:2384.0 premium_quaterly:4675 Sum Assured:5000000 age:38 Term:13 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
15163,1339,3942.0,7734,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,38,13,Term Life Insurance,Premium:15163 premium_monthly:1339 premium_quaterly:3942.0 premium_quaterly:7734 Sum Assured:5000000 age:38 Term:13 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
10061,859,,5093,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,38,13,Term Life Insurance,Premium:10061 premium_monthly:859 premium_quaterly:nan premium_quaterly:5093 Sum Assured:5000000 age:38 Term:13 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
10429,912,2712.0,5318,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,38,13,Term Life Insurance,Premium:10429 premium_monthly:912 premium_quaterly:2712.0 premium_quaterly:5318 Sum Assured:5000000 age:38 Term:13 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
18762,1657,4878.0,9569,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,8,Term Life Insurance,Premium:18762 premium_monthly:1657 premium_quaterly:4878.0 premium_quaterly:9569 Sum Assured:10000000 age:39 Term:8 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
16019,1368,,8109,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,39,8,Term Life Insurance,Premium:16019 premium_monthly:1368 premium_quaterly:nan premium_quaterly:8109 Sum Assured:10000000 age:39 Term:8 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
16789,1469,4365.0,8562,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,39,8,Term Life Insurance,Premium:16789 premium_monthly:1469 premium_quaterly:4365.0 premium_quaterly:8562 Sum Assured:10000000 age:39 Term:8 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
10731,944,2801.0,5505,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,39,15,Term Life Insurance,Premium:10731 premium_monthly:944 premium_quaterly:2801.0 premium_quaterly:5505 Sum Assured:5000000 age:39 Term:15 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
9747,844,2509.0,4921,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,39,15,Term Life Insurance,Premium:9747 premium_monthly:844 premium_quaterly:2509.0 premium_quaterly:4921 Sum Assured:5000000 age:39 Term:15 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
15222,1344,3958.0,7763,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,39,15,Term Life Insurance,Premium:15222 premium_monthly:1344 premium_quaterly:3958.0 premium_quaterly:7763 Sum Assured:5000000 age:39 Term:15 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
10510,897,,5321,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,39,15,Term Life Insurance,Premium:10510 premium_monthly:897 premium_quaterly:nan premium_quaterly:5321 Sum Assured:5000000 age:39 Term:15 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
10930,956,2841.0,5574,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,39,15,Term Life Insurance,Premium:10930 premium_monthly:956 premium_quaterly:2841.0 premium_quaterly:5574 Sum Assured:5000000 age:39 Term:15 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
17555,1545,4582.0,9006,10000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 10,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,38,14,Term Life Insurance,Premium:17555 premium_monthly:1545 premium_quaterly:4582.0 premium_quaterly:9006 Sum Assured:10000000 age:38 Term:14 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
13177,1141,3392.0,6653,10000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,38,14,Term Life Insurance,Premium:13177 premium_monthly:1141 premium_quaterly:3392.0 premium_quaterly:6653 Sum Assured:10000000 age:38 Term:14 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
19116,1687,4970.0,9749,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,38,14,Term Life Insurance,Premium:19116 premium_monthly:1687 premium_quaterly:4970.0 premium_quaterly:9749 Sum Assured:10000000 age:38 Term:14 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
17455,1490,,8836,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,38,14,Term Life Insurance,Premium:17455 premium_monthly:1490 premium_quaterly:nan premium_quaterly:8836 Sum Assured:10000000 age:38 Term:14 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
18507,1619,4812.0,9439,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,38,14,Term Life Insurance,Premium:18507 premium_monthly:1619 premium_quaterly:4812.0 premium_quaterly:9439 Sum Assured:10000000 age:38 Term:14 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
16727,1477,4349.0,8530,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,39,6,Term Life Insurance,Premium:16727 premium_monthly:1477 premium_quaterly:4349.0 premium_quaterly:8530 Sum Assured:7500000 age:39 Term:6 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
